date,depression,anxiety,suicide,worry,fear,worrying,sad,Country
2020-03-31,39,61,27,16,55,0,30,GB
2020-04-01,46,73,28,32,20,0,70,GB
2020-04-02,50,73,28,16,46,18,30,GB
2020-04-03,56,79,21,41,36,18,40,GB
2020-04-04,55,60,15,35,11,60,55,GB
2020-04-05,31,50,63,73,29,21,11,GB
2020-04-06,35,79,0,47,45,53,49,GB
2020-04-07,42,71,22,8,5,0,31,GB
2020-04-08,57,74,44,42,48,19,21,GB
2020-04-09,58,56,7,25,26,19,10,GB
2020-04-10,49,55,15,35,28,20,11,GB
2020-04-11,52,57,39,18,63,0,22,GB
2020-04-12,52,61,15,53,22,20,33,GB
2020-04-13,38,75,30,34,5,58,43,GB
2020-04-14,60,71,7,33,26,0,21,GB
2020-04-15,46,72,7,17,43,39,21,GB
2020-04-16,64,70,36,17,63,38,31,GB
2020-04-17,49,65,21,41,57,92,30,GB
2020-04-18,51,70,15,26,22,0,21,GB
2020-04-19,50,73,8,45,34,0,11,GB
2020-04-20,62,65,27,32,35,0,30,GB
2020-04-21,66,71,21,16,52,0,0,GB
2020-04-22,58,58,7,41,16,0,10,GB
2020-04-23,52,70,20,55,30,18,19,GB
2020-04-24,56,67,28,33,16,0,10,GB
2020-04-25,47,59,8,27,62,40,33,GB
2020-04-26,38,55,38,27,62,20,22,GB
2020-04-27,49,75,14,56,35,0,40,GB
2020-04-28,58,78,14,94,40,0,39,GB
2020-04-29,68,68,7,54,24,0,29,GB
2020-04-30,57,70,13,7,42,0,9,GB
2020-05-01,48,67,14,24,15,72,10,GB
2020-05-02,48,70,45,35,33,0,22,GB
2020-05-03,72,71,38,18,39,20,11,GB
2020-05-04,62,79,20,39,25,0,39,GB
2020-05-05,56,74,19,37,42,0,9,GB
2020-05-06,59,72,28,32,41,0,10,GB
2020-05-07,53,74,14,41,57,37,10,GB
2020-05-08,63,63,23,9,56,0,11,GB
2020-05-09,44,63,16,9,17,20,0,GB
2020-05-10,38,52,22,58,32,0,21,GB
2020-05-11,49,75,20,54,49,18,39,GB
2020-05-12,53,66,21,56,80,18,30,GB
2020-05-13,40,81,14,55,40,71,29,GB
2020-05-14,57,57,27,40,25,36,30,GB
2020-05-15,44,43,35,32,46,73,20,GB
2020-05-16,40,54,15,44,72,20,11,GB
2020-05-17,48,57,8,18,45,20,0,GB
2020-05-18,58,78,28,32,41,18,40,GB
2020-05-19,58,61,35,40,31,0,10,GB
2020-05-20,55,69,22,25,26,19,10,GB
2020-05-21,62,64,14,17,47,56,21,GB
2020-05-22,66,69,14,40,35,18,20,GB
2020-05-23,59,56,29,34,37,38,21,GB
2020-05-24,55,68,8,27,45,20,11,GB
2020-05-25,69,62,16,19,54,0,23,GB
2020-05-26,50,72,22,8,74,57,21,GB
2020-05-27,45,66,22,25,32,19,41,GB
2020-05-28,66,62,7,68,48,19,53,GB
2020-05-29,60,50,8,9,60,0,32,GB
2020-05-30,49,60,33,0,30,21,35,GB
2020-05-31,54,59,24,19,41,43,12,GB
2020-06-01,57,77,0,33,51,37,30,GB
2020-06-02,64,54,28,56,46,55,50,GB
2020-06-03,54,68,25,7,23,0,36,GB
2020-06-04,71,58,13,60,33,17,46,GB
2020-06-05,44,66,33,31,48,17,19,GB
2020-06-06,66,64,15,25,59,0,32,GB
2020-06-07,77,66,15,26,44,0,32,GB
2020-06-08,57,68,46,60,67,0,66,GB
2020-06-09,52,68,20,0,25,53,39,GB
2020-06-10,53,71,20,31,48,0,48,GB
2020-06-11,56,67,7,15,33,0,38,GB
2020-06-12,61,55,0,16,66,18,0,GB
2020-06-13,66,63,0,28,47,21,34,GB
2020-06-14,51,70,32,27,52,41,11,GB
2020-06-15,61,65,48,48,40,18,10,GB
2020-06-16,50,72,27,31,29,17,19,GB
2020-06-17,71,86,7,31,50,18,20,GB
2020-06-18,54,69,7,39,39,88,38,GB
2020-06-19,51,71,0,24,25,54,0,GB
2020-06-20,47,56,24,45,40,0,23,GB
2020-06-21,45,63,31,18,34,41,33,GB
2020-06-22,68,69,21,16,26,19,41,GB
2020-06-23,66,67,36,41,68,19,10,GB
2020-06-24,56,80,15,26,38,58,21,GB
2020-06-25,52,61,29,17,27,19,31,GB
2020-06-26,44,50,21,41,31,37,10,GB
2020-06-27,54,60,7,25,32,19,11,GB
2020-06-28,66,79,21,25,36,56,21,GB
2020-06-29,49,71,14,32,30,18,30,GB
2020-06-30,65,72,35,49,51,18,30,GB
2020-07-01,55,64,14,32,56,55,30,GB
2020-07-02,70,73,0,56,35,18,10,GB
2020-07-03,43,59,21,32,56,55,20,GB
2020-07-04,66,50,15,9,50,0,22,GB
2020-07-05,57,64,8,18,62,20,33,GB
2020-07-06,66,83,28,16,41,18,10,GB
2020-07-07,79,89,28,32,41,37,0,GB
2020-07-08,50,76,36,50,42,0,52,GB
2020-07-09,59,69,28,49,16,75,31,GB
2020-07-10,55,70,0,35,17,20,33,GB
2020-07-11,52,72,17,10,38,45,12,GB
2020-07-12,63,89,9,0,25,45,0,GB
2020-07-13,49,82,15,0,48,38,42,GB
2020-07-14,51,75,36,42,59,57,42,GB
2020-07-15,51,66,22,51,37,19,21,GB
2020-07-16,43,73,23,9,77,59,65,GB
2020-07-17,71,50,16,37,70,42,23,GB
2020-07-18,42,57,9,20,31,0,37,GB
2020-07-19,79,61,33,19,49,66,12,GB
2020-07-20,61,85,46,36,23,0,55,GB
2020-07-21,65,68,31,45,63,0,0,GB
2020-07-22,50,80,8,63,51,40,0,GB
2020-07-23,66,61,8,27,23,0,22,GB
2020-07-24,71,85,16,37,53,42,12,GB
2020-07-25,57,72,16,47,59,64,0,GB
2020-07-26,53,78,17,29,36,0,12,GB
2020-07-27,77,84,7,34,16,38,42,GB
2020-07-28,70,73,30,35,33,20,33,GB
2020-07-29,47,69,32,9,35,21,46,GB
2020-07-30,67,70,16,65,35,85,23,GB
2020-07-31,51,73,17,59,87,22,37,GB
2020-08-01,53,48,17,30,13,0,12,GB
2020-08-02,59,74,17,20,44,23,50,GB
2020-08-03,58,79,8,0,27,20,22,GB
2020-08-04,51,73,44,17,27,0,21,GB
2020-08-05,70,76,23,35,44,0,22,GB
2020-08-06,52,64,31,27,34,21,34,GB
2020-08-07,51,65,16,86,36,43,24,GB
2020-08-08,44,63,9,0,39,23,39,GB
2020-08-09,54,74,43,10,38,0,0,GB
2020-08-10,62,75,30,18,33,100,22,GB
2020-08-11,52,59,38,27,17,0,22,GB
2020-08-12,47,72,15,45,45,20,11,GB
2020-08-13,51,65,15,17,28,0,11,GB
2020-08-14,63,71,16,18,23,62,11,GB
2020-08-15,65,53,25,10,37,0,49,GB
2020-08-16,68,70,24,19,24,0,12,GB
2020-08-17,47,70,8,9,33,40,22,GB
2020-08-18,85,81,15,79,33,60,44,GB
2020-08-19,80,73,38,18,22,40,22,GB
2020-08-20,57,64,8,37,29,42,46,GB
2020-08-21,63,76,0,9,34,0,22,GB
2020-08-22,74,75,25,29,50,0,24,GB
2020-08-23,69,89,41,38,36,21,59,GB
2020-08-24,63,72,15,26,50,40,22,GB
2020-08-25,62,65,22,42,16,19,11,GB
2020-08-26,65,68,31,55,34,21,0,GB
2020-08-27,54,70,8,44,6,0,0,GB
2020-08-28,51,68,31,9,6,41,11,GB
2020-08-29,54,56,8,49,25,0,49,GB
2020-08-30,58,73,26,61,13,23,25,GB
2020-08-31,58,65,25,29,43,44,24,GB
2020-01-01,72,67,18,42,64,14,11,US
2020-01-02,84,83,38,29,70,47,43,US
2020-01-03,70,83,28,43,78,35,57,US
2020-01-04,71,69,17,28,51,26,37,US
2020-01-05,60,77,22,63,53,26,16,US
2020-01-06,80,82,27,38,70,34,51,US
2020-01-07,78,85,35,28,83,11,55,US
2020-01-08,85,89,56,48,59,45,51,US
2020-01-09,80,91,37,21,75,23,37,US
2020-01-10,75,78,36,17,58,78,54,US
2020-01-11,63,69,25,39,39,13,47,US
2020-01-12,74,74,44,50,64,13,51,US
2020-01-13,84,81,27,47,56,21,46,US
2020-01-14,83,75,49,42,50,20,51,US
2020-01-15,76,89,42,46,59,32,52,US
2020-01-16,78,91,61,43,57,65,49,US
2020-01-17,75,80,25,52,52,11,74,US
2020-01-18,77,70,31,27,63,64,42,US
2020-01-19,63,67,30,46,60,38,46,US
2020-01-20,86,81,35,28,53,0,28,US
2020-01-21,76,87,41,34,71,45,50,US
2020-01-22,82,80,35,63,56,22,27,US
2020-01-23,87,82,31,47,62,66,63,US
2020-01-24,72,79,50,24,46,11,72,US
2020-01-25,67,78,17,56,62,26,42,US
2020-01-26,62,69,49,62,67,0,44,US
2020-01-27,76,80,43,47,64,62,38,US
2020-01-28,95,95,40,33,75,22,58,US
2020-01-29,97,87,34,81,78,44,63,US
2020-01-30,93,94,47,48,61,23,32,US
2020-01-31,74,81,58,38,64,11,100,US
2020-02-01,71,78,42,63,43,39,58,US
2020-02-02,65,75,44,51,69,26,73,US
2020-02-03,74,81,37,31,80,40,49,US
2020-02-04,83,74,42,57,55,54,49,US
2020-02-05,84,74,52,53,63,33,75,US
2020-02-06,89,86,33,53,54,0,84,US
2020-02-07,70,81,37,48,63,34,23,US
2020-02-08,73,68,47,39,43,0,62,US
2020-02-09,68,70,25,52,74,26,42,US
2020-02-10,100,89,35,56,78,0,66,US
2020-02-11,87,78,53,56,56,21,70,US
2020-02-12,92,87,59,66,79,22,61,US
2020-02-13,81,87,38,64,63,11,40,US
2020-02-14,83,71,37,38,50,45,50,US
2020-02-15,70,61,31,47,57,13,42,US
2020-02-16,74,65,25,59,59,0,31,US
2020-02-17,81,78,37,45,80,46,42,US
2020-02-18,94,89,41,65,69,53,77,US
2020-02-19,89,89,32,42,69,21,39,US
2020-02-20,90,100,62,55,54,0,56,US
2020-02-21,79,80,28,40,62,0,44,US
2020-02-22,64,71,46,34,38,25,41,US
2020-02-23,81,73,32,34,59,50,66,US
2020-02-24,82,85,53,45,81,53,47,US
2020-02-25,98,96,59,48,72,42,85,US
2020-02-26,90,92,49,69,77,31,67,US
2020-02-27,82,78,34,70,96,73,55,US
2020-02-28,85,76,63,85,87,21,39,US
2020-02-29,71,77,24,64,55,50,35,US
2020-03-01,69,70,27,49,57,37,45,US
2020-03-02,82,84,36,57,88,0,42,US
2020-03-03,84,86,51,63,56,10,67,US
2020-03-04,91,90,33,81,78,20,33,US
2020-03-05,87,87,43,71,97,0,34,US
2020-03-06,78,92,42,59,51,11,56,US
2020-03-07,69,80,35,46,82,25,56,US
2020-03-08,77,66,29,64,71,12,30,US
2020-03-09,94,87,45,60,81,42,51,US
2020-03-10,86,91,63,54,78,42,34,US
2020-03-11,84,76,32,90,98,10,51,US
2020-03-12,77,77,42,84,95,30,45,US
2020-03-13,66,66,25,96,83,21,21,US
2020-03-14,50,69,46,80,91,25,20,US
2020-03-15,52,68,29,51,75,0,39,US
2020-03-16,52,67,40,89,77,41,29,US
2020-03-17,62,79,18,60,84,62,54,US
2020-03-18,66,73,20,67,64,62,67,US
2020-03-19,64,78,41,87,88,31,42,US
2020-03-20,65,73,22,83,66,51,45,US
2020-03-21,58,83,23,53,76,47,57,US
2020-03-22,61,74,28,82,76,23,42,US
2020-03-23,62,99,36,51,70,20,40,US
2020-03-24,71,85,24,75,97,21,38,US
2020-03-25,66,88,25,60,71,31,38,US
2020-03-26,68,82,41,64,68,31,64,US
2020-03-27,58,86,47,100,79,59,72,US
2020-03-28,61,83,55,63,73,11,56,US
2020-03-29,66,77,59,42,100,34,28,US
2020-03-30,67,88,55,63,77,49,28,US
2020-03-31,60,80,39,52,73,50,56,US
2020-04-01,58,86,42,54,69,20,48,US
2020-04-02,76,81,32,36,44,30,40,US
2020-04-03,69,91,58,79,79,30,52,US
2020-04-04,66,66,61,62,57,22,46,US
2020-04-05,68,82,37,52,73,46,32,US
2020-04-06,68,80,45,54,63,49,36,US
2020-04-07,70,85,56,67,68,20,36,US
2020-04-08,76,72,39,46,80,40,45,US
2020-04-09,74,80,41,76,57,59,48,US
2020-04-10,74,76,54,41,72,52,63,US
2020-04-11,70,71,22,67,65,23,65,US
2020-04-12,72,65,40,46,51,12,28,US
2020-04-13,78,80,49,48,71,40,56,US
2020-04-14,69,79,51,57,66,79,56,US
2020-04-15,73,77,49,40,69,28,42,US
2020-04-16,74,78,33,32,50,0,31,US
2020-04-17,63,72,25,47,69,19,66,US
2020-04-18,67,75,56,46,54,0,57,US
2020-04-19,74,74,51,51,39,67,36,US
2020-04-20,78,70,33,49,77,10,54,US
2020-04-21,72,83,21,35,59,10,62,US
2020-04-22,74,73,44,41,51,29,35,US
2020-04-23,79,72,42,50,74,19,35,US
2020-04-24,70,75,52,82,70,38,35,US
2020-04-25,61,69,29,37,56,33,49,US
2020-04-26,59,75,41,54,83,0,27,US
2020-04-27,75,77,52,50,69,29,51,US
2020-04-28,79,89,100,51,59,10,24,US
2020-04-29,81,81,61,32,64,68,47,US
2020-04-30,77,73,55,46,85,56,61,US
2020-05-01,60,72,36,45,56,59,32,US
2020-05-02,62,75,30,35,63,34,46,US
2020-05-03,77,73,48,57,58,23,38,US
2020-05-04,79,65,27,35,72,10,51,US
2020-05-05,78,70,29,44,66,18,40,US
2020-05-06,76,72,55,56,70,0,32,US
2020-05-07,72,80,39,58,62,30,65,US
2020-05-08,74,75,40,30,68,10,28,US
2020-05-09,74,68,46,41,63,45,50,US
2020-05-10,66,67,40,32,29,35,28,US
2020-05-11,76,71,25,39,58,69,16,US
2020-05-12,80,81,40,42,74,30,24,US
2020-05-13,76,75,37,49,73,20,44,US
2020-05-14,77,80,49,36,64,29,52,US
2020-05-15,67,65,54,52,64,10,20,US
2020-05-16,79,72,30,85,83,35,33,US
2020-05-17,65,76,51,25,45,23,47,US
2020-05-18,82,80,38,57,72,10,20,US
2020-05-19,77,83,32,66,35,49,44,US
2020-05-20,83,78,28,52,73,30,37,US
2020-05-21,71,84,44,56,81,61,33,US
2020-05-22,61,73,24,49,68,20,45,US
2020-05-23,63,70,58,50,64,0,38,US
2020-05-24,66,66,26,63,64,12,29,US
2020-05-25,67,72,37,63,58,69,51,US
2020-05-26,67,78,42,53,61,20,25,US
2020-05-27,69,80,41,45,47,40,48,US
2020-05-28,75,72,32,15,55,10,28,US
2020-05-29,57,75,43,41,50,31,25,US
2020-05-30,54,68,33,64,55,23,47,US
2020-05-31,65,69,30,29,39,35,29,US
2020-06-01,61,76,22,40,45,41,16,US
2020-06-02,64,77,24,31,61,10,53,US
2020-06-03,58,73,23,32,60,29,23,US
2020-06-04,65,70,29,56,53,38,27,US
2020-06-05,64,82,13,33,65,10,40,US
2020-06-06,51,61,25,46,61,23,28,US
2020-06-07,72,67,30,14,54,12,38,US
2020-06-08,75,74,44,47,68,39,35,US
2020-06-09,73,66,34,51,65,20,28,US
2020-06-10,76,81,32,31,59,10,24,US
2020-06-11,68,81,43,49,54,30,44,US
2020-06-12,68,70,37,23,60,32,30,US
2020-06-13,68,71,32,48,52,36,25,US
2020-06-14,63,70,34,62,57,48,24,US
2020-06-15,84,85,23,61,50,21,60,US
2020-06-16,82,74,33,56,59,30,53,US
2020-06-17,77,85,25,39,75,21,26,US
2020-06-18,80,79,31,50,49,10,29,US
2020-06-19,61,76,52,36,55,22,62,US
2020-06-20,66,76,29,52,52,24,20,US
2020-06-21,68,71,13,57,59,25,45,US
2020-06-22,79,90,29,51,67,21,30,US
2020-06-23,77,85,36,57,53,21,42,US
2020-06-24,68,87,18,55,41,32,39,US
2020-06-25,66,85,32,64,62,21,8,US
2020-06-26,71,80,28,40,52,43,40,US
2020-06-27,61,79,18,19,50,24,30,US
2020-06-28,70,80,28,29,60,47,58,US
2020-06-29,67,85,28,63,48,43,26,US
2020-06-30,84,77,35,20,55,75,57,US
2020-07-01,76,88,37,55,65,32,39,US
2020-07-02,62,80,28,53,65,32,75,US
2020-07-03,59,75,30,39,66,58,33,US
2020-07-04,60,75,25,52,96,26,37,US
2020-07-05,79,80,37,36,60,13,16,US
2020-07-06,72,88,32,58,51,11,34,US
2020-07-07,77,80,39,55,69,0,39,US
2020-07-08,77,89,26,40,60,54,31,US
2020-07-09,63,91,38,36,59,33,31,US
2020-07-10,63,86,36,17,56,33,49,US
2020-07-11,60,82,45,45,51,25,15,US
2020-07-12,68,81,40,27,47,75,50,US
2020-07-13,71,97,28,26,57,32,22,US
2020-07-14,72,87,25,29,66,21,30,US
2020-07-15,72,79,21,66,65,22,57,US
2020-07-16,58,84,35,39,41,11,26,US
2020-07-17,62,78,34,27,61,11,18,US
2020-07-18,62,71,30,43,59,51,31,US
2020-07-19,66,78,33,23,96,13,41,US
2020-07-20,70,86,29,34,56,44,49,US
2020-07-21,86,86,31,37,51,44,49,US
2020-07-22,73,88,35,57,54,0,44,US
2020-07-23,72,88,21,40,78,11,35,US
2020-07-24,68,82,39,61,57,45,45,US
2020-07-25,64,65,43,42,56,38,15,US
2020-07-26,69,76,33,38,54,38,25,US
2020-07-27,74,86,36,47,74,44,49,US
2020-07-28,77,91,38,47,67,33,49,US
2020-07-29,69,89,38,71,58,33,36,US
2020-07-30,70,77,33,53,42,33,57,US
2020-07-31,56,77,46,48,70,34,41,US
2020-08-01,67,72,57,46,54,25,46,US
2020-08-02,75,75,30,42,54,25,36,US
2020-08-03,67,93,36,34,58,11,45,US
2020-08-04,73,86,49,53,67,54,22,US
2020-08-05,74,86,31,31,46,22,27,US
2020-08-06,86,87,24,57,57,33,27,US
2020-08-07,80,79,39,17,66,22,18,US
2020-08-08,65,69,11,42,49,49,40,US
2020-08-09,59,69,41,50,44,63,66,US
2020-08-10,73,86,30,33,40,11,35,US
2020-08-11,68,83,28,49,68,32,13,US
2020-08-12,65,88,30,62,58,21,39,US
2020-08-13,70,85,37,59,52,11,34,US
2020-08-14,67,83,31,51,56,22,36,US
2020-08-15,54,83,32,45,45,37,35,US
2020-08-16,72,70,30,42,65,25,60,US
2020-08-17,68,91,41,36,54,11,26,US
2020-08-18,85,84,26,43,51,11,13,US
2020-08-19,79,84,32,35,52,21,60,US
2020-08-20,88,85,43,51,70,11,38,US
2020-08-21,81,85,31,33,59,22,49,US
2020-08-22,69,80,14,42,44,50,41,US
2020-08-23,68,78,54,19,44,100,35,US
2020-08-24,76,88,40,56,82,10,54,US
2020-08-25,75,92,18,32,48,31,30,US
2020-08-26,68,83,20,35,66,0,59,US
2020-08-27,60,81,30,43,48,50,49,US
2020-08-28,68,85,37,52,65,43,30,US
2020-08-29,75,73,56,40,47,47,19,US
2020-08-30,63,66,48,53,59,37,25,US
2020-08-31,74,74,52,43,56,30,45,US
