"Country","CountryTag","Date","depression","anxiety","suicide","worry","fear","sad"
"Australia","AU","2020-02-14",41.1923076923077,61.7832957110609,32.3353293413174,41.1502590673575,65.1629072681704,54.6036036036036
"Australia","AU","2020-02-15",60.1538461538462,43.6117381489842,21.0179640718563,25.4481865284974,31.9298245614035,40.2342342342342
"Australia","AU","2020-02-16",52.3076923076923,59.6027088036117,39.3413173652695,35.1943005181347,22.8070175438596,52.4481981981982
"Australia","AU","2020-02-17",58.1923076923077,51.607223476298,29.6407185628743,37.9015544041451,32.5814536340852,52.4481981981982
"Australia","AU","2020-02-18",51,62.510158013544,19.4011976047904,16.2435233160622,28.671679197995,41.6711711711712
"Australia","AU","2020-02-19",39.2307692307692,48.6997742663657,32.3353293413174,5.41450777202073,35.8395989974937,52.4481981981982
"Australia","AU","2020-02-20",51.6538461538462,54.5146726862302,34.4910179640719,10.8290155440415,37.7944862155388,66.8175675675676
"Australia","AU","2020-02-21",46.4230769230769,61.7832957110609,38.2634730538922,11.9119170984456,29.9749373433584,52.4481981981982
"Australia","AU","2020-02-22",49.0384615384615,56.6952595936795,31.2574850299401,38.4430051813472,42.3558897243108,50.2927927927928
"Australia","AU","2020-02-23",52.3076923076923,63.9638826185102,28.562874251497,41.1502590673575,15.6390977443609,35.204954954955
"Australia","AU","2020-02-24",65.3846153846154,65.4176072234763,25.8682634730539,10.2875647668394,29.3233082706767,43.8265765765766
"Australia","AU","2020-02-25",62.7692307692308,58.8758465011287,15.6287425149701,25.9896373056995,28.0200501253133,71.8468468468468
"Australia","AU","2020-02-26",56.2307692307692,53.7878103837472,31.7964071856287,10.2875647668394,23.4586466165414,48.8558558558559
"Australia","AU","2020-02-27",38.5769230769231,50.8803611738149,10.7784431137725,16.2435233160622,24.1102756892231,71.8468468468468
"Australia","AU","2020-02-28",54.2692307692308,66.1444695259594,22.0958083832335,22.740932642487,35.8395989974937,63.9436936936937
"Australia","AU","2020-02-29",64.7307692307692,53.0609480812641,28.562874251497,37.9015544041451,20.8521303258145,47.4189189189189
"Australia","AU","2020-03-01",52,55.8893905191874,33.4131736526946,33.8860103626943,36.1654135338346,98.8738738738739
"Australia","AU","2020-03-02",42,68.3092550790068,39.8802395209581,38.1217616580311,53.7844611528822,72.1779279279279
"Australia","AU","2020-03-03",37,62.0993227990971,37.7245508982036,59.300518134715,38.9473684210526,84.0427927927928
"Australia","AU","2020-03-04",32,88.7133182844244,43.6526946107784,36.4274611398964,66.7669172932331,81.0765765765766
"Australia","AU","2020-03-05",44,63.8735891647856,29.6407185628743,44.0518134715026,33.3834586466165,68.222972972973
"Australia","AU","2020-03-06",39,67.4221218961625,53.8922155688623,48.2875647668394,58.4210526315789,49.4369369369369
"Australia","AU","2020-03-07",43,58.5507900677201,50.6586826347305,36.4274611398964,65.8395989974937,45.481981981982
"Australia","AU","2020-03-08",35,51.4537246049661,41.497005988024,16.9430051813472,69.5488721804511,82.0653153153153
"Australia","AU","2020-03-09",55,52.3408577878104,47.9640718562874,29.6502590673575,44.5112781954887,85.0315315315315
"Australia","AU","2020-03-10",56,55.0022573363431,42.5748502994012,22.0259067357513,40.8020050125313,58.3355855855856
"Australia","AU","2020-03-11",49,62.9864559819413,39.3413173652695,22.0259067357513,26.8922305764411,94.9189189189189
"Australia","AU","2020-03-12",36,46.1309255079007,28.562874251497,28.8031088082902,65.8395989974937,59.3243243243243
"Australia","AU","2020-03-13",30,48.7923250564334,29.1017964071856,84.7150259067357,42.65664160401,49.4369369369369
"Australia","AU","2020-03-14",51,43.4695259593679,31.2574850299401,70.3134715025907,68.6215538847118,72.1779279279279
"Australia","AU","2020-03-15",36,64.7607223476298,31.2574850299401,41.5103626943005,92.7318295739348,86.0202702702703
"Australia","AU","2020-03-16",44,66.5349887133183,36.6467065868263,43.2046632124352,44.5112781954887,64.268018018018
"Australia","AU","2020-03-17",58,58.5507900677201,49.0419161676647,57.6062176165803,67.6942355889724,71.1891891891892
"Australia","AU","2020-03-18",38,70.0835214446953,47.9640718562874,82.1735751295337,61.203007518797,69.2117117117117
"Australia","AU","2020-03-19",72,52.3408577878104,25.3293413173653,72.0077720207254,53.7844611528822,61.3018018018018
"Australia","AU","2020-03-20",46,31.9367945823928,31.2574850299401,70.3134715025907,63.984962406015,69.2117117117117
"Australia","AU","2020-03-21",50,54.1151241534989,31.7964071856287,33.8860103626943,66.7669172932331,66.2454954954955
"Australia","AU","2020-03-22",67,43.4695259593679,40.9580838323353,59.300518134715,67.6942355889724,47.4594594594595
"Australia","AU","2020-03-23",100,48.7923250564334,19.940119760479,27.1088082901554,51.0025062656642,73.1666666666667
"Australia","AU","2020-03-24",78,46.1309255079007,31.7964071856287,40.6632124352332,58.4210526315789,65.2567567567568
"Australia","AU","2020-03-25",48,53.2279909706546,33.9520958083832,49.1347150259067,48.2205513784461,52.4031531531532
"Australia","AU","2020-03-26",58,65.647855530474,38.8023952095808,34.7331606217617,45.4385964912281,82.0653153153153
"Australia","AU","2020-03-27",54,48.7923250564334,51.7365269461078,50.8290155440415,51.9298245614035,83.054054054054
"Australia","AU","2020-03-28",66,66.5349887133183,43.6526946107784,39.8160621761658,41.7293233082707,70.2004504504504
"Australia","AU","2020-03-29",61,47.9051918735892,33.9520958083832,29.6502590673575,72.3308270676692,76.1328828828829
"Australia","AU","2020-03-30",53,62.0993227990971,28.0239520958084,33.0388601036269,58.4210526315789,45.481981981982
"Australia","AU","2020-03-31",36,56.7765237020316,37.185628742515,60.9948186528497,62.1303258145363,70.2004504504504
"Australia","AU","2020-04-01",39.8769230769231,43.3408577878104,28.9221556886228,28.1865284974093,35,59.5135135135135
"Australia","AU","2020-04-02",73.8461538461539,39.2776523702032,18.8622754491018,66.2383419689119,41.4285714285714,56.2072072072072
"Australia","AU","2020-04-03",59.8153846153846,51.4672686230248,25.1497005988024,58.4870466321243,51.4285714285714,66.9527027027027
"Australia","AU","2020-04-04",60.5538461538462,53.4988713318284,18.4431137724551,44.3937823834197,20.7142857142857,67.7792792792793
"Australia","AU","2020-04-05",48.7384615384615,48.0812641083521,21.377245508982,37.3471502590674,32.1428571428571,80.1779279279279
"Australia","AU","2020-04-06",48.7384615384615,67.7200902934537,20.9580838323353,22.5492227979275,44.2857142857143,79.3513513513514
"Australia","AU","2020-04-07",46.5230769230769,55.5304740406321,18.8622754491018,34.5284974093264,33.5714285714286,47.9414414414414
"Australia","AU","2020-04-08",49.4769230769231,37.9232505643341,17.6047904191617,40.1658031088083,42.8571428571429,71.0855855855856
"Australia","AU","2020-04-09",66.4615384615385,37.2460496613996,21.7964071856287,47.9170984455959,31.4285714285714,50.4211711711712
"Australia","AU","2020-04-10",60.5538461538462,39.9548532731377,18.0239520958084,31.0051813471503,48.5714285714286,61.1666666666667
"Australia","AU","2020-04-11",50.2153846153846,54.176072234763,16.3473053892216,19.7305699481865,71.4285714285714,60.3400900900901
"Australia","AU","2020-04-12",59.0769230769231,50.7900677200903,24.311377245509,7.04663212435233,40,48.768018018018
"Australia","AU","2020-04-13",57.6,53.4988713318284,16.7664670658683,70.4663212435233,40,82.6576576576577
"Australia","AU","2020-04-14",69.4153846153846,45.372460496614,18.0239520958084,29.5958549222798,42.1428571428571,80.1779279279279
"Australia","AU","2020-04-15",48.7384615384615,56.2076749435666,23.0538922155689,23.2538860103627,37.8571428571429,59.5135135135135
"Australia","AU","2020-04-16",67.2,44.6952595936795,16.7664670658683,5.63730569948186,24.2857142857143,39.6756756756757
"Australia","AU","2020-04-17",31.7538461538462,35.8916478555305,19.2814371257485,42.279792746114,49.2857142857143,77.6981981981982
"Australia","AU","2020-04-18",53.9076923076923,49.4356659142212,17.185628742515,33.119170984456,42.8571428571429,47.1148648648649
"Australia","AU","2020-04-19",59.0769230769231,61.6252821670429,16.7664670658683,31.7098445595855,50,62.8198198198198
"Australia","AU","2020-04-20",62.0307692307692,54.176072234763,15.5089820359281,39.4611398963731,38.5714285714286,71.9121621621622
"Australia","AU","2020-04-21",67.9384615384615,50.1128668171558,23.0538922155689,34.5284974093264,42.8571428571429,66.9527027027027
"Australia","AU","2020-04-22",55.3846153846154,50.1128668171558,17.6047904191617,40.1658031088083,37.1428571428571,66.9527027027027
"Australia","AU","2020-04-23",42.0923076923077,54.176072234763,14.6706586826347,27.4818652849741,45,62.8198198198198
"Australia","AU","2020-04-24",42.8307692307692,43.3408577878104,27.2455089820359,11.2746113989637,45.7142857142857,52.9009009009009
"Australia","AU","2020-04-25",48.7384615384615,45.372460496614,19.2814371257485,38.0518134715026,52.1428571428571,60.3400900900901
"Australia","AU","2020-04-26",42.0923076923077,56.8848758465011,41.9161676646707,31.0051813471503,22.1428571428571,44.6351351351351
"Australia","AU","2020-04-27",57.6,55.5304740406321,13.4131736526946,39.4611398963731,23.5714285714286,63.6463963963964
"Australia","AU","2020-04-28",45.0461538461538,42.6636568848758,12.1556886227545,27.4818652849741,43.5714285714286,71.0855855855856
"Australia","AU","2020-04-29",70.8923076923077,58.9164785553047,18.8622754491018,38.0518134715026,27.8571428571429,79.3513513513514
"Australia","AU","2020-04-30",71.6307692307692,65.0112866817156,19.2814371257485,41.5751295336788,45.7142857142857,70.259009009009
"Australia","AU","2020-05-01",64.8333333333333,53.3905191873589,44.2634730538922,53.4715025906736,72,78
"Australia","AU","2020-05-02",51.8666666666667,60.3115124153499,43.2095808383234,75.7512953367876,63,65
"Australia","AU","2020-05-03",49.8717948717949,58.334085778781,36.3592814371258,7.12953367875648,100,57
"Australia","AU","2020-05-04",59.8461538461538,69.2099322799097,39.5209580838323,66.839378238342,71,85
"Australia","AU","2020-05-05",67.825641025641,72.176072234763,35.8323353293413,73.0777202072539,59,83
"Australia","AU","2020-05-06",83.7846153846154,83.0519187358916,41.6287425149701,48.1243523316062,59,63
"Australia","AU","2020-05-07",62.8384615384615,77.1196388261851,50.5868263473054,31.1917098445596,56,71
"Australia","AU","2020-05-08",71.8153846153846,56.3566591422122,45.3173652694611,52.580310880829,69,56
"Australia","AU","2020-05-09",61.8410256410256,58.334085778781,44.2634730538922,15.1502590673575,88,64
"Australia","AU","2020-05-10",99.7435897435898,70.1986455981941,21.0778443113772,37.4300518134715,100,62
"Australia","AU","2020-05-11",66.8282051282051,83.0519187358916,43.7365269461078,50.7979274611399,73,77
"Australia","AU","2020-05-12",74.8076923076923,96.8939051918736,41.1017964071856,38.3212435233161,60,84
"Australia","AU","2020-05-13",75.8051282051282,76.1309255079007,39.5209580838323,44.559585492228,62,100
"Australia","AU","2020-05-14",91.7641025641026,84.0406320541761,40.5748502994012,24.9533678756477,57,86
"Australia","AU","2020-05-15",44.8846153846154,77.1196388261851,28.9820359281437,60.60103626943,54,77
"Australia","AU","2020-05-16",63.8358974358974,60.3115124153499,49.0059880239521,16.0414507772021,49,54
"Australia","AU","2020-05-17",73.8102564102564,69.2099322799097,51.1137724550898,58.8186528497409,83,55
"Australia","AU","2020-05-18",74.8076923076923,52.4018058690745,38.9940119760479,49.9067357512953,50,85
"Australia","AU","2020-05-19",54.8589743589744,55.3679458239278,42.6826347305389,31.1917098445596,65,79
"Australia","AU","2020-05-20",71.8153846153846,90.961625282167,28.4550898203593,49.9067357512953,34,79
"Australia","AU","2020-05-21",62.8384615384615,81.0744920993228,32.6706586826347,43.6683937823834,52,52
"Australia","AU","2020-05-22",68.8230769230769,74.1534988713318,24.2395209580838,61.4922279792746,57,66
"Australia","AU","2020-05-23",95.7538461538462,66.2437923250564,31.6167664670659,0,51,67
"Australia","AU","2020-05-24",69.8205128205128,98.8713318284424,36.8862275449102,89.1191709844559,51,69
"Australia","AU","2020-05-25",57.8512820512821,76.1309255079007,38.4670658682635,45.4507772020725,63,60
"Australia","AU","2020-05-26",60.8435897435897,74.1534988713318,38.4670658682635,58.8186528497409,56,39
"Australia","AU","2020-05-27",58.8487179487179,81.0744920993228,44.2634730538922,40.1036269430052,77,59
"Australia","AU","2020-05-28",67.825641025641,63.2776523702032,29.5089820359281,39.2124352331606,59,80
"Australia","AU","2020-05-29",48.874358974359,56.3566591422122,36.8862275449102,35.6476683937824,48,55
"Australia","AU","2020-05-30",56.8538461538462,78.1083521444695,52.6946107784431,47.2331606217617,60,65
"Australia","AU","2020-05-31",40.8948717948718,77.1196388261851,24.2395209580838,50.7979274611399,53,44
"Australia","AU","2020-06-01",61.6,63.3069977426637,25.1497005988024,23.1347150259067,53.0701754385965,48.1644144144144
"Australia","AU","2020-06-02",55.5076923076923,48.882618510158,13.0239520958084,28.0051813471503,27.5689223057644,55.5743243243243
"Australia","AU","2020-06-03",56.1846153846154,49.6839729119639,16.6167664670659,46.8782383419689,61.3408521303258,69.6531531531532
"Australia","AU","2020-06-04",67.6923076923077,50.4853273137698,16.6167664670659,23.7435233160622,37.218045112782,68.1711711711712
"Australia","AU","2020-06-05",51.4461538461538,47.2799097065463,16.1676646706587,26.1787564766839,39.2857142857143,70.3941441441441
"Australia","AU","2020-06-06",44,51.2866817155756,14.3712574850299,23.7435233160622,42.0426065162907,48.1644144144144
"Australia","AU","2020-06-07",48.7384615384615,64.1083521444695,22.0059880239521,40.1813471502591,40.6641604010025,46.6824324324324
"Australia","AU","2020-06-08",29.7846153846154,60.902934537246,18.4131736526946,20.699481865285,34.4611528822055,61.5022522522522
"Australia","AU","2020-06-09",43.3230769230769,78.5327313769752,13.4730538922156,18.8730569948187,35.1503759398496,43.7184684684685
"Australia","AU","2020-06-10",41.2923076923077,49.6839729119639,15.7185628742515,14.6113989637306,43.4210526315789,49.6463963963964
"Australia","AU","2020-06-11",40.6153846153846,63.3069977426637,18.4131736526946,33.4844559585492,41.3533834586466,74.0990990990991
"Australia","AU","2020-06-12",38.5846153846154,54.4920993227991,19.7604790419162,15.8290155440415,40.6641604010025,55.5743243243243
"Australia","AU","2020-06-13",29.1076923076923,60.902934537246,14.8203592814371,11.5673575129534,42.0426065162907,51.1283783783784
"Australia","AU","2020-06-14",40.6153846153846,62.5056433408578,44.9101796407186,31.6580310880829,68.922305764411,71.8761261261261
"Australia","AU","2020-06-15",46.7076923076923,68.9164785553047,27.8443113772455,14.0025906735751,33.7719298245614,34.8265765765766
"Australia","AU","2020-06-16",38.5846153846154,50.4853273137698,23.8023952095808,29.2227979274611,34.4611528822055,47.4234234234234
"Australia","AU","2020-06-17",49.4153846153846,68.9164785553047,26.9461077844311,34.0932642487047,44.1102756892231,57.7972972972973
"Australia","AU","2020-06-18",50.7692307692308,54.4920993227991,19.311377245509,9.74093264248705,42.0426065162907,45.9414414414414
"Australia","AU","2020-06-19",40.6153846153846,53.6907449209932,14.3712574850299,5.47927461139896,57.8947368421053,49.6463963963964
"Australia","AU","2020-06-20",30.4615384615385,53.6907449209932,22.9041916167665,5.47927461139896,49.6240601503759,33.3445945945946
"Australia","AU","2020-06-21",48.0615384615385,56.8961625282167,13.4730538922156,26.7875647668394,64.0977443609023,57.7972972972973
"Australia","AU","2020-06-22",39.9384615384615,64.9097065462754,17.9640718562874,9.74093264248705,45.4887218045113,57.0563063063063
"Australia","AU","2020-06-23",46.7076923076923,58.4988713318284,18.4131736526946,34.7020725388601,41.3533834586466,48.9054054054054
"Australia","AU","2020-06-24",41.2923076923077,55.293453724605,20.2095808383234,35.3108808290155,37.9072681704261,54.0923423423423
"Australia","AU","2020-06-25",45.3538461538462,63.3069977426637,11.6766467065868,9.74093264248705,33.7719298245614,65.9481981981982
"Australia","AU","2020-06-26",41.9692307692308,46.4785553047404,28.2934131736527,27.3963730569948,44.7994987468672,42.2364864864865
"Australia","AU","2020-06-27",30.4615384615385,48.882618510158,17.0658682634731,35.3108808290155,42.0426065162907,41.4954954954955
"Australia","AU","2020-06-28",38.5846153846154,56.8961625282167,11.2275449101796,34.0932642487047,42.0426065162907,48.9054054054054
"Australia","AU","2020-06-29",36.5538461538462,80.1354401805869,12.5748502994012,60.880829015544,29.6365914786967,48.1644144144144
"Australia","AU","2020-06-30",46.0307692307692,70.5191873589165,12.5748502994012,35.3108808290155,37.9072681704261,57.7972972972973
"Australia","AU","2020-07-01",47.6923076923077,67.5823927765237,20.5508982035928,20.8911917098446,26.8421052631579,53.5698198198198
"Australia","AU","2020-07-02",36.8820512820513,56.4424379232506,16.814371257485,6.71502590673575,33.9473684210526,44.5157657657658
"Australia","AU","2020-07-03",31.7948717948718,58.6704288939052,16.814371257485,71.6269430051813,27.6315789473684,33.1981981981982
"Australia","AU","2020-07-04",34.974358974359,53.4717832957111,18.2155688622755,47.0051813471503,22.8947368421053,33.9527027027027
"Australia","AU","2020-07-05",47.0564102564103,59.4130925507901,16.3473053892216,31.3367875647668,26.0526315789474,31.6891891891892
"Australia","AU","2020-07-06",34.974358974359,60.1557562076749,11.6766467065868,34.3212435233161,15.7894736842105,44.5157657657658
"Australia","AU","2020-07-07",30.5230769230769,49.0158013544018,17.748502994012,6.71502590673575,12.6315789473684,33.9527027027027
"Australia","AU","2020-07-08",40.0615384615385,74.2663656884876,18.6826347305389,21.6373056994819,20.5263157894737,42.2522522522522
"Australia","AU","2020-07-09",40.0615384615385,55.6997742663657,21.9520958083832,20.8911917098446,17.3684210526316,49.7972972972973
"Australia","AU","2020-07-10",45.1487179487179,68.3250564334086,14.4790419161677,36.559585492228,23.6842105263158,47.5337837837838
"Australia","AU","2020-07-11",33.0666666666667,47.5304740406321,21.0179640718563,23.8756476683938,17.3684210526316,36.9707207207207
"Australia","AU","2020-07-12",38.7897435897436,50.5011286681716,18.6826347305389,67.8963730569948,30.7894736842105,39.9887387387387
"Australia","AU","2020-07-13",51.5076923076923,54.2144469525959,17.2814371257485,20.1450777202073,27.6315789473684,48.2882882882883
"Australia","AU","2020-07-14",41.9692307692308,37.1331828442438,25.688622754491,53.720207253886,78.9473684210526,29.4256756756757
"Australia","AU","2020-07-15",53.4153846153846,71.2957110609481,11.2095808383234,56.7046632124352,37.8947368421053,30.9346846846847
"Australia","AU","2020-07-16",34.974358974359,57.9277652370203,18.2155688622755,28.3523316062176,18.9473684210526,59.6058558558559
"Australia","AU","2020-07-17",36.2461538461538,59.4130925507901,29.8922155688623,37.3056994818653,34.7368421052632,50.5518018018018
"Australia","AU","2020-07-18",29.2512820512821,52.7291196388262,17.748502994012,41.0362694300518,30,52.8153153153153
"Australia","AU","2020-07-19",32.4307692307692,72.038374717833,27.5568862275449,23.1295336787565,20.5263157894737,64.8873873873874
"Australia","AU","2020-07-20",37.5179487179487,63.8690744920993,46.7065868263473,61.1813471502591,26.0526315789474,61.1148648648649
"Australia","AU","2020-07-21",63.5897435897436,51.9864559819413,24.7544910179641,34.3212435233161,38.6842105263158,52.8153153153153
"Australia","AU","2020-07-22",28.6153846153846,60.8984198645598,18.2155688622755,26.860103626943,36.3157894736842,33.1981981981982
"Australia","AU","2020-07-23",46.4205128205128,66.8397291196388,20.5508982035928,33.5751295336788,36.3157894736842,42.2522522522522
"Australia","AU","2020-07-24",38.7897435897436,62.3837471783296,15.8802395209581,50.7357512953368,30,45.2702702702703
"Australia","AU","2020-07-25",37.5179487179487,47.5304740406321,26.622754491018,23.8756476683938,42.6315789473684,62.6238738738739
"Australia","AU","2020-07-26",55.3230769230769,48.2731376975169,21.0179640718563,37.3056994818653,43.4210526315789,53.5698198198198
"Australia","AU","2020-07-27",50.8717948717949,56.4424379232506,17.748502994012,72.3730569948187,21.3157894736842,55.0788288288288
"Australia","AU","2020-07-28",43.2410256410256,58.6704288939052,20.5508982035928,52.9740932642487,41.0526315789474,61.8693693693694
"Australia","AU","2020-07-29",54.0512820512821,57.1851015801354,16.814371257485,27.6062176165803,31.5789473684211,75.4504504504504
"Australia","AU","2020-07-30",43.8769230769231,47.5304740406321,20.5508982035928,74.6113989637306,26.0526315789474,63.3783783783784
"Australia","AU","2020-07-31",36.8820512820513,68.3250564334086,17.748502994012,43.2746113989637,52.1052631578947,43.0067567567568
"Australia","AU","2020-08-01",52.7692307692308,63,36.6347305389222,15.9481865284974,69.7543859649123,95.8783783783784
"Australia","AU","2020-08-02",76.5153846153846,65,34.2455089820359,22.1502590673575,76.6315789473684,89.0990990990991
"Australia","AU","2020-08-03",61.5641025641026,74,30.2634730538922,44.300518134715,65.8245614035088,67.7927927927928
"Australia","AU","2020-08-04",67.7205128205128,69,35.0419161676647,31.8963730569948,65.8245614035088,77.4774774774775
"Australia","AU","2020-08-05",59.8051282051282,64,35.8383233532934,57.5906735751295,51.0877192982456,57.1396396396396
"Australia","AU","2020-08-06",69.4794871794872,90,32.6526946107784,69.9948186528497,56,76.509009009009
"Australia","AU","2020-08-07",74.7564102564102,70,39.0239520958084,26.580310880829,65.8245614035088,64.8873873873874
"Australia","AU","2020-08-08",58.925641025641,60,43.8023952095808,29.2383419689119,51.0877192982456,62.9504504504504
"Australia","AU","2020-08-09",63.3230769230769,55,20.7065868263473,56.7046632124352,62.8771929824561,44.5495495495495
"Australia","AU","2020-08-10",80.9128205128205,71,33.4491017964072,24.8082901554404,64.8421052631579,75.5405405405405
"Australia","AU","2020-08-11",56.2871794871795,75,35.0419161676647,56.7046632124352,51.0877192982456,70.6981981981982
"Australia","AU","2020-08-12",72.1179487179487,69,31.8562874251497,38.0984455958549,87.4385964912281,96.8468468468468
"Australia","AU","2020-08-13",63.3230769230769,64,29.4670658682635,38.0984455958549,65.8245614035088,73.6036036036036
"Australia","AU","2020-08-14",43.974358974359,52,34.2455089820359,33.6683937823834,65.8245614035088,60.045045045045
"Australia","AU","2020-08-15",47.4923076923077,51,16.7245508982036,74.4248704663213,94.3157894736842,83.2882882882883
"Australia","AU","2020-08-16",50.1307692307692,60,28.6706586826347,43.4145077720207,60.9122807017544,70.6981981981982
"Australia","AU","2020-08-17",67.7205128205128,67,33.4491017964072,44.300518134715,53.0526315789474,59.0765765765766
"Australia","AU","2020-08-18",87.9487179487179,76,25.4850299401198,31.0103626943005,48.140350877193,81.3513513513514
"Australia","AU","2020-08-19",63.3230769230769,76,20.7065868263473,31.8963730569948,65.8245614035088,73.6036036036036
"Australia","AU","2020-08-20",84.4307692307692,87,23.0958083832335,44.300518134715,46.1754385964912,91.036036036036
"Australia","AU","2020-08-21",56.2871794871795,66,35.0419161676647,40.7564766839378,72.7017543859649,75.5405405405405
"Australia","AU","2020-08-22",75.6358974358974,59,33.4491017964072,45.1865284974093,98.2456140350877,67.7927927927928
