date,depression,anxiety,suicide,worry,fear,worrying,sad,Country
2020-12-06,83,69,24,43,53,0,59,GB
2020-12-07,68,70,17,31,44,0,35,GB
2020-12-08,63,56,6,41,51,0,42,GB
2020-12-09,63,73,17,0,20,39,36,GB
2020-12-10,71,81,23,63,58,19,29,GB
2020-12-11,61,57,17,42,33,0,80,GB
2020-12-12,56,55,6,32,27,0,45,GB
2020-12-13,69,76,0,21,40,39,29,GB
2020-12-14,58,57,28,41,19,19,63,GB
2020-12-15,72,82,12,32,39,20,44,GB
2020-12-16,70,74,17,53,26,39,51,GB
2020-12-17,62,66,0,42,26,39,22,GB
2020-12-18,45,85,42,33,61,0,30,GB
2020-12-19,53,51,24,65,27,20,30,GB
2020-12-20,72,67,12,34,63,21,31,GB
2020-12-21,40,85,12,44,27,20,38,GB
2020-12-22,50,70,6,80,71,0,31,GB
2020-12-23,64,74,31,91,49,42,16,GB
2020-12-24,38,49,21,13,55,0,17,GB
2020-12-25,38,40,0,29,18,0,20,GB
2020-12-26,39,67,6,22,20,20,30,GB
2020-12-27,65,52,0,42,46,19,29,GB
2020-12-28,61,83,23,21,39,39,29,GB
2020-12-29,68,68,6,41,38,0,28,GB
2020-12-30,45,64,39,31,31,37,28,GB
2020-12-31,68,58,24,33,21,0,15,GB
2021-01-01,65,54,6,11,34,40,15,GB
2021-01-02,87,53,23,53,39,39,15,GB
2021-01-03,73,80,6,65,60,40,59,GB
2021-01-04,53,62,26,10,18,0,53,GB
2021-01-05,51,68,5,60,43,37,27,GB
2021-01-06,65,57,5,59,24,18,48,GB
2021-01-07,59,64,16,39,67,36,40,GB
2021-01-08,54,57,5,49,48,18,20,GB
2021-01-09,53,52,12,42,39,0,44,GB
2021-01-10,68,64,0,74,39,20,15,GB
2021-01-11,56,81,10,95,35,35,39,GB
2021-01-12,89,80,11,49,36,0,27,GB
2021-01-13,72,79,5,68,42,0,40,GB
2021-01-14,61,67,27,39,24,36,40,GB
2021-01-15,48,57,5,60,43,55,20,GB
2021-01-16,59,74,23,21,65,0,22,GB
2021-01-17,54,70,23,43,53,20,44,GB
2021-01-18,96,85,21,29,54,0,54,GB
2021-01-19,77,89,26,38,24,35,40,GB
2021-01-20,80,75,16,47,58,35,45,GB
2021-01-21,77,73,0,10,74,37,34,GB
2021-01-22,61,70,11,70,86,0,61,GB
2021-01-23,57,62,17,64,72,39,7,GB
2021-01-24,88,65,12,54,47,20,44,GB
2021-01-25,53,73,16,30,49,18,7,GB
2021-01-26,62,74,0,68,60,71,53,GB
2021-01-27,65,76,32,69,49,18,27,GB
2021-01-28,59,62,11,30,30,18,20,GB
2021-01-29,50,74,22,40,81,37,28,GB
2021-01-30,61,53,0,42,39,19,14,GB
2021-01-31,54,78,0,11,47,60,30,GB
2021-02-01,57,82,21,49,55,18,34,GB
2021-02-02,59,52,37,77,54,36,13,GB
2021-02-03,67,75,22,50,12,0,41,GB
2021-02-04,52,72,5,60,62,37,21,GB
2021-02-05,64,86,11,51,31,19,21,GB
2021-02-06,58,58,23,63,32,39,14,GB
2021-02-07,62,76,17,64,52,0,22,GB
2021-02-08,73,70,27,30,31,18,27,GB
2021-02-09,55,64,38,30,55,0,27,GB
2021-02-10,52,63,22,40,12,19,7,GB
2021-02-11,65,71,11,40,50,0,14,GB
2021-02-12,49,57,6,73,19,0,14,GB
2021-02-13,44,54,6,32,20,20,22,GB
2021-02-14,61,61,0,33,27,0,30,GB
2021-02-15,69,85,17,73,39,19,14,GB
2021-02-16,60,80,17,83,13,0,14,GB
2021-02-17,58,69,22,72,69,38,28,GB
2021-02-18,69,75,11,73,32,19,29,GB
2021-02-19,43,65,6,63,32,38,29,GB
2021-02-20,49,79,6,65,33,40,22,GB
2021-02-21,64,100,24,33,34,41,30,GB
2021-02-22,55,85,15,38,23,70,26,GB
2021-02-23,82,87,11,100,43,0,0,GB
2021-02-24,71,87,11,29,24,36,13,GB
2021-02-25,64,73,33,20,61,0,20,GB
2021-02-26,47,92,6,10,83,19,7,GB
2021-02-27,63,63,12,46,14,21,47,GB
2021-02-28,63,77,12,0,69,21,23,GB
2021-03-01,74,80,16,60,56,0,48,GB
2021-03-02,79,75,6,61,32,19,14,GB
2021-03-03,61,81,16,20,73,0,14,GB
2021-03-04,79,88,16,80,43,18,21,GB
2021-03-05,78,65,17,42,33,0,0,GB
2021-03-06,55,67,18,0,48,21,8,GB
2021-03-07,80,77,12,11,42,83,16,GB
2021-03-08,65,72,12,32,26,78,7,GB
2021-03-09,64,95,12,43,26,39,7,GB
2021-03-10,69,84,34,0,38,38,14,GB
2021-03-11,67,83,12,42,39,39,0,GB
2021-03-12,46,63,18,54,53,0,30,GB
2021-03-13,51,77,18,33,47,60,15,GB
2021-03-14,60,71,18,22,61,0,15,GB
2021-03-15,67,71,14,34,32,32,24,GB
2021-03-16,85,90,5,29,18,88,7,GB
2021-03-17,58,95,30,11,54,20,22,GB
2021-03-18,79,93,35,53,33,0,29,GB
2021-03-19,65,63,30,65,54,20,15,GB
2021-03-20,47,82,6,44,20,40,15,GB
2021-03-21,65,71,24,77,47,0,23,GB
2021-03-22,68,84,24,65,27,0,0,GB
2021-03-23,66,83,12,42,78,0,15,GB
2021-03-24,91,85,12,53,53,59,15,GB
2021-03-25,63,74,12,32,72,78,7,GB
2021-03-26,80,74,17,43,33,0,15,GB
2021-03-27,48,66,31,45,28,42,23,GB
2021-03-28,70,73,6,89,55,0,15,GB
2021-03-29,70,72,0,56,48,21,8,GB
2021-03-30,68,69,6,35,87,87,0,GB
2021-03-31,55,68,19,45,56,42,23,GB
2021-04-01,69,79,25,45,49,0,23,GB
2021-04-02,55,56,33,0,45,22,16,GB
2021-04-03,46,72,7,25,53,23,0,GB
2021-04-04,54,64,14,12,54,23,26,GB
2021-04-05,52,74,6,33,61,0,15,GB
2021-04-06,62,77,11,42,45,19,14,GB
2021-04-07,92,85,12,32,26,59,29,GB
2021-04-08,54,76,18,43,100,0,7,GB
2021-04-09,51,46,6,21,39,58,43,GB
2021-04-10,61,77,18,33,40,100,45,GB
2021-04-11,71,80,19,23,35,63,23,GB
2021-04-12,72,85,6,22,40,0,7,GB
2021-04-13,74,88,6,66,34,20,8,GB
2021-04-14,58,83,18,45,62,21,15,GB
2021-04-15,51,67,6,34,56,21,8,GB
2021-04-16,50,79,6,11,84,42,8,GB
2021-04-17,47,69,7,12,23,46,34,GB
2021-04-18,78,67,19,12,22,66,16,GB
2021-04-19,70,80,18,33,34,0,15,GB
2021-04-20,51,91,24,54,34,20,15,GB
2021-04-21,82,88,30,54,61,40,7,GB
2021-04-22,80,84,19,68,84,21,39,GB
2021-04-23,52,62,26,95,22,22,32,GB
2021-04-24,44,71,13,37,53,23,8,GB
2021-04-25,86,80,33,60,37,22,8,GB
2021-04-26,48,78,18,22,54,20,15,GB
2021-04-27,55,86,6,54,87,0,22,GB
2021-04-28,45,80,12,75,46,0,29,GB
2021-04-29,58,82,18,33,40,0,22,GB
2021-04-30,45,71,12,66,54,0,30,GB
2020-09-01,76,83,45,32,68,39,19,US
2020-09-02,71,80,93,53,60,38,37,US
2020-09-03,65,82,62,70,56,37,51,US
2020-09-04,75,72,49,56,50,13,12,US
2020-09-05,59,75,31,97,53,47,9,US
2020-09-06,63,65,48,36,78,48,37,US
2020-09-07,71,72,71,62,54,0,30,US
2020-09-08,76,75,65,42,55,37,15,US
2020-09-09,75,84,82,57,57,51,41,US
2020-09-10,81,86,91,28,56,12,47,US
2020-09-11,71,75,100,36,69,26,38,US
2020-09-12,63,71,63,51,63,15,27,US
2020-09-13,69,73,49,42,53,45,22,US
2020-09-14,84,80,54,74,49,37,37,US
2020-09-15,79,91,68,21,52,100,48,US
2020-09-16,76,82,60,64,74,25,33,US
2020-09-17,74,75,59,63,91,50,58,US
2020-09-18,74,71,48,59,57,52,34,US
2020-09-19,56,65,30,31,68,16,32,US
2020-09-20,81,70,50,52,66,0,27,US
2020-09-21,74,86,41,67,58,50,44,US
2020-09-22,74,77,56,52,67,37,77,US
2020-09-23,77,77,77,75,62,76,41,US
2020-09-24,83,78,68,56,53,50,44,US
2020-09-25,76,77,46,47,88,14,66,US
2020-09-26,70,67,32,51,48,83,29,US
2020-09-27,78,73,73,40,82,16,47,US
2020-09-28,81,86,66,74,66,28,36,US
2020-09-29,79,82,62,46,61,82,40,US
2020-09-30,87,81,51,70,52,28,45,US
2020-10-01,79,85,48,54,47,55,40,US
2020-10-02,78,72,52,67,73,56,33,US
2020-10-03,66,73,42,45,59,32,33,US
2020-10-04,62,67,38,27,78,16,28,US
2020-10-05,90,100,27,43,82,55,41,US
2020-10-06,88,68,72,39,81,14,48,US
2020-10-07,84,87,39,39,59,28,16,US
2020-10-08,85,75,53,62,55,68,32,US
2020-10-09,69,80,37,40,49,16,60,US
2020-10-10,81,71,49,49,55,17,31,US
2020-10-11,74,72,37,24,30,34,40,US
2020-10-12,74,89,49,47,78,30,27,US
2020-10-13,83,76,36,60,69,15,31,US
2020-10-14,89,85,37,61,77,16,41,US
2020-10-15,87,79,47,65,66,0,68,US
2020-10-16,81,77,34,36,56,32,33,US
2020-10-17,61,67,35,30,45,18,42,US
2020-10-18,67,76,38,64,37,70,46,US
2020-10-19,83,84,50,43,72,15,50,US
2020-10-20,90,83,51,66,43,62,69,US
2020-10-21,84,85,37,66,63,47,37,US
2020-10-22,81,78,53,61,75,31,50,US
2020-10-23,62,82,62,45,62,16,28,US
2020-10-24,63,63,49,59,51,35,41,US
2020-10-25,75,70,41,67,32,17,40,US
2020-10-26,82,92,54,70,60,46,59,US
2020-10-27,77,86,30,48,70,47,50,US
2020-10-28,74,83,34,52,60,31,82,US
2020-10-29,90,69,47,39,83,46,54,US
2020-10-30,75,74,28,49,62,32,33,US
2020-10-31,61,65,23,35,47,18,42,US
2020-11-01,82,68,39,25,87,0,52,US
2020-11-02,96,85,23,39,82,15,50,US
2020-11-03,69,80,45,67,51,45,53,US
2020-11-04,42,46,22,31,26,10,29,US
2020-11-05,61,55,34,32,53,0,27,US
2020-11-06,56,64,24,53,52,25,40,US
2020-11-07,48,53,22,66,50,44,34,US
2020-11-08,73,56,32,73,53,81,29,US
2020-11-09,87,79,39,50,52,44,39,US
2020-11-10,87,86,29,63,64,15,44,US
2020-11-11,89,78,36,59,75,15,35,US
2020-11-12,85,70,25,64,47,57,59,US
2020-11-13,78,81,23,46,70,30,40,US
2020-11-14,69,73,37,39,63,52,71,US
2020-11-15,75,66,58,37,71,17,69,US
2020-11-16,85,81,33,38,55,30,62,US
2020-11-17,94,82,66,85,80,76,76,US
2020-11-18,91,92,67,70,62,15,100,US
2020-11-19,100,74,42,55,66,15,48,US
2020-11-20,94,73,55,62,67,31,28,US
2020-11-21,70,70,48,48,34,34,45,US
2020-11-22,64,67,22,47,38,34,10,US
2020-11-23,77,74,30,48,64,31,41,US
2020-11-24,74,74,30,75,57,47,41,US
2020-11-25,69,77,45,80,54,79,56,US
2020-11-26,61,60,25,28,44,33,53,US
2020-11-27,51,61,28,41,61,81,29,US
2020-11-28,74,74,43,46,44,17,19,US
2020-11-29,68,65,46,55,39,66,34,US
2020-11-30,85,83,47,36,65,29,38,US
2020-12-01,83,81,48,33,65,44,78,US
2020-12-02,80,77,26,62,54,30,43,US
2020-12-03,79,81,45,55,60,30,48,US
2020-12-04,86,75,32,59,49,0,57,US
2020-12-05,57,68,36,38,44,67,40,US
2020-12-06,74,70,36,55,52,33,58,US
2020-12-07,78,82,58,37,58,30,65,US
2020-12-08,81,81,38,54,46,44,43,US
2020-12-09,85,88,26,67,71,75,48,US
2020-12-10,83,82,35,63,47,45,52,US
2020-12-11,79,74,42,51,30,15,44,US
2020-12-12,71,66,7,42,60,0,44,US
2020-12-13,63,61,18,51,45,0,43,US
2020-12-14,80,83,48,63,52,45,30,US
2020-12-15,71,82,30,64,48,46,72,US
2020-12-16,72,79,39,59,66,15,40,US
2020-12-17,83,87,49,77,61,15,31,US
2020-12-18,65,69,34,54,72,32,51,US
2020-12-19,59,63,41,10,47,69,25,US
2020-12-20,64,61,33,53,62,0,50,US
2020-12-21,69,77,28,27,42,48,51,US
2020-12-22,65,78,34,45,54,32,37,US
2020-12-23,61,72,35,50,63,16,38,US
2020-12-24,54,50,18,62,40,17,40,US
2020-12-25,47,51,29,21,41,76,45,US
2020-12-26,54,63,31,50,38,36,37,US
2020-12-27,77,67,33,52,78,50,34,US
2020-12-28,68,79,27,22,63,0,23,US
2020-12-29,76,77,31,45,66,32,33,US
2020-12-30,60,71,27,65,47,15,36,US
2020-12-31,62,71,64,48,69,16,51,US
2021-01-01,57,60,14,37,48,33,24,US
2021-01-02,59,75,21,37,43,66,19,US
2021-01-03,70,77,42,50,65,49,29,US
2021-01-04,68,85,35,50,63,89,43,US
2021-01-05,78,84,55,88,39,0,35,US
2021-01-06,65,78,37,68,66,43,50,US
2021-01-07,72,81,31,37,58,14,43,US
2021-01-08,71,81,35,33,54,44,39,US
2021-01-09,53,68,28,45,46,32,38,US
2021-01-10,55,65,10,27,34,80,28,US
2021-01-11,69,81,47,53,62,73,94,US
2021-01-12,76,86,57,49,53,15,47,US
2021-01-13,83,83,42,42,56,30,35,US
2021-01-14,76,79,29,80,64,15,57,US
2021-01-15,71,77,32,42,69,15,26,US
2021-01-16,57,67,21,83,62,66,29,US
2021-01-17,66,67,55,54,42,64,47,US
2021-01-18,83,81,27,48,39,46,45,US
2021-01-19,74,85,25,79,65,44,39,US
2021-01-20,67,76,38,41,79,44,38,US
2021-01-21,64,89,28,74,57,44,34,US
2021-01-22,84,78,22,100,74,44,26,US
2021-01-23,71,63,42,36,67,81,24,US
2021-01-24,69,73,42,41,47,16,47,US
2021-01-25,80,79,50,57,64,15,26,US
2021-01-26,80,82,49,42,51,30,35,US
2021-01-27,77,94,41,49,50,29,43,US
2021-01-28,78,91,54,46,43,30,17,US
2021-01-29,65,88,49,63,88,75,31,US
2021-01-30,60,78,44,57,74,50,44,US
2021-01-31,65,71,33,47,65,0,69,US
2021-02-01,76,86,45,54,63,89,39,US
2021-02-02,77,87,42,67,58,0,39,US
2021-02-03,85,76,32,29,80,15,26,US
2021-02-04,76,90,39,51,70,45,53,US
2021-02-05,88,81,52,25,78,45,31,US
2021-02-06,57,79,47,46,60,50,63,US
2021-02-07,69,66,39,55,61,32,33,US
2021-02-08,78,85,22,57,66,29,47,US
2021-02-09,85,86,33,51,72,45,31,US
2021-02-10,83,93,32,67,62,59,26,US
2021-02-11,74,79,36,55,66,90,40,US
2021-02-12,73,70,30,43,71,76,58,US
2021-02-13,56,69,29,60,66,33,0,US
2021-02-14,54,63,21,55,49,0,38,US
2021-02-15,79,82,48,57,67,0,65,US
2021-02-16,78,86,54,61,56,15,50,US
2021-02-17,76,88,40,39,81,77,54,US
2021-02-18,83,76,42,30,57,30,53,US
2021-02-19,86,81,40,43,69,31,63,US
2021-02-20,78,68,41,43,58,68,55,US
2021-02-21,74,74,45,63,64,34,91,US
2021-02-22,91,91,35,79,58,44,39,US
2021-02-23,91,85,46,52,61,15,22,US
2021-02-24,67,88,61,50,62,15,44,US
2021-02-25,79,85,65,59,72,30,35,US
2021-02-26,86,83,17,47,75,15,36,US
2021-02-27,64,76,59,39,52,17,20,US
2021-02-28,67,75,18,33,57,0,35,US
2021-03-01,86,78,46,51,53,15,71,US
2021-03-02,81,98,45,55,77,30,40,US
2021-03-03,77,92,68,76,66,15,57,US
2021-03-04,81,81,42,50,58,0,40,US
2021-03-05,76,86,77,52,78,15,36,US
2021-03-06,66,70,38,39,48,0,41,US
2021-03-07,62,64,26,58,63,69,46,US
2021-03-08,80,90,27,47,64,15,45,US
2021-03-09,92,89,53,60,62,61,45,US
2021-03-10,79,89,54,58,71,44,78,US
2021-03-11,82,84,39,43,61,15,58,US
2021-03-12,81,87,50,56,58,46,18,US
2021-03-13,72,67,21,64,51,16,34,US
2021-03-14,76,73,38,18,40,16,42,US
2021-03-15,80,81,29,34,55,0,29,US
2021-03-16,77,77,33,47,75,51,45,US
2021-03-17,78,80,44,45,46,44,55,US
2021-03-18,73,78,47,37,64,44,17,US
2021-03-19,79,76,42,63,53,30,9,US
2021-03-20,51,70,33,28,59,67,34,US
2021-03-21,78,70,37,58,49,34,25,US
2021-03-22,68,84,48,33,83,29,52,US
2021-03-23,81,84,58,63,77,30,35,US
2021-03-24,77,80,47,45,72,29,21,US
2021-03-25,79,88,32,50,66,45,18,US
2021-03-26,68,81,33,56,73,46,45,US
2021-03-27,56,69,26,68,67,0,51,US
2021-03-28,66,67,37,53,47,68,30,US
2021-03-29,72,93,49,30,44,75,49,US
2021-03-30,81,74,63,39,60,15,45,US
2021-03-31,79,82,42,46,86,15,44,US
2021-04-01,77,79,23,52,79,15,49,US
2021-04-02,65,69,28,45,50,32,23,US
2021-04-03,52,65,41,29,72,17,31,US
2021-04-04,70,59,35,15,50,18,21,US
2021-04-05,70,82,47,31,71,16,37,US
2021-04-06,81,79,42,55,60,30,35,US
2021-04-07,70,84,55,79,84,45,31,US
2021-04-08,71,78,45,29,56,30,31,US
2021-04-09,73,77,39,38,60,15,44,US
2021-04-10,63,67,18,28,57,34,30,US
2021-04-11,66,67,33,24,53,0,25,US
2021-04-12,81,86,26,63,70,30,31,US
2021-04-13,82,83,66,73,65,46,45,US
2021-04-14,78,86,42,42,90,15,26,US
2021-04-15,80,81,26,67,68,45,44,US
2021-04-16,78,83,36,56,58,15,49,US
2021-04-17,68,70,33,43,56,34,40,US
2021-04-18,71,78,26,44,54,17,40,US
2021-04-19,72,85,50,73,59,15,40,US
2021-04-20,67,80,36,42,100,15,44,US
2021-04-21,82,85,36,72,62,60,35,US
2021-04-22,81,83,48,84,65,47,37,US
2021-04-23,70,68,54,57,33,31,27,US
2021-04-24,58,78,45,39,50,69,36,US
2021-04-25,61,69,26,34,52,34,45,US
2021-04-26,90,87,33,43,88,61,62,US
2021-04-27,83,89,41,70,82,16,50,US
2021-04-28,84,83,36,64,80,30,31,US
2021-04-29,74,82,49,21,74,30,35,US
2021-04-30,61,67,32,67,60,15,53,US
